UMAP1,UMAP2
0.3270742,1.65901
0.19132316,-0.38607615
0.5792225,5.9521427
0.9561941,5.2015743
-1.5491747,3.8662252
-1.9357338,1.297785
-1.0811839,9.100659
-1.0973461,5.8607535
-0.0023254561,6.7374377
0.65144694,5.59195
-0.32075125,6.9642663
0.9751715,2.432746
0.22352813,5.673631
-1.6836509,1.393296
-1.0788254,2.662771
0.67206585,5.308429
-1.3360593,2.6175447
-0.3957404,3.3730097
0.406729,-0.6973644
0.9666021,2.1558142
-1.0950725,5.4699063
-1.0011165,9.957506
-0.047951043,-0.46251675
15.228504,-0.3925362
-1.2177974,1.7297747
1.2188654,3.528138
15.219834,-0.50520116
-1.1721381,1.3745371
0.74112076,6.2594314
-1.2820462,11.634213
-1.0391508,1.3392154
-0.76616883,6.481321
0.21228059,-0.47236013
-0.08272325,5.281457
-0.6845552,8.86679
-1.3642786,12.449879
0.9228708,2.7635374
0.8088997,5.3321815
15.4540205,1.0493314
-0.7816868,9.8936615
-0.72590286,8.845981
1.2679497,4.7285995
-0.00926144,3.4159358
-0.8975317,5.4734883
-0.99575704,8.714227
-0.93594706,10.496126
-1.2136294,12.463102
-0.77428126,9.316162
-1.0851717,4.3138356
0.4572007,0.93165123
0.12500358,2.1287692
-1.4041332,3.8665307
0.48459345,-0.23988326
-1.0825465,3.281789
1.2849364,5.0099597
-0.79705566,0.48097503
-1.4902656,3.751375
0.7892194,2.0625687
1.647362,-3.067217
-0.6109678,8.832137
-0.8204319,8.814968
1.2775366,5.2422023
1.3810847,-4.036899
15.292666,-0.19927593
-1.8072776,2.1895638
-1.3900517,15.097376
-1.3808721,15.4247465
-0.9316018,8.3286705
-0.7305006,0.15470816
-1.1595391,4.3477573
1.1743158,4.670668
-1.1677539,11.596206
0.93338805,2.3689027
-0.614829,10.651069
-0.78062445,1.8096244
-1.0590305,8.22935
-0.93593895,9.132562
-0.1673129,-0.18094498
-0.57101625,6.9418125
-1.102612,4.294441
-0.6783829,8.3315735
-1.2552767,11.903218
-0.60145813,0.6441392
1.4100678,-4.3231945
0.28065804,-0.9671427
15.147086,-0.60899264
-1.4552009,15.557431
-0.84659255,5.418606
-1.1863203,12.903067
1.346018,4.7039585
1.1894975,2.66932
-1.3711076,1.5075488
-0.37095106,5.383499
-0.9600423,9.4571905
-0.6115574,1.9299183
-0.5603477,1.9076897
0.14554003,6.0658574
-1.2615567,4.510892
-0.7619942,0.886549
15.182647,-0.54702294
0.3298403,-0.35949606
-0.78184533,2.0306559
0.31687218,-0.28061435
